12:24:23: Warning:QMetaObject::connectSlotsByName: No matching signal for on_pushButton_clicked()
12:24:23: Debug:mac: "708BCD81C560"
12:24:25: Debug:taskList lists: 0x27006a0
12:24:25: Debug:taskList lists: 0x27006b0
13:10:29: Debug:upload phone info "[]"
13:10:29: Debug:upload phone info "[]"
13:10:33: Debug:upload phone info "[]"
13:10:33: Debug:upload phone info "[]"
13:10:37: Debug:upload phone info "[]"
13:10:37: Debug:upload phone info "[]"
13:10:41: Debug:upload phone info "[]"
13:10:41: Debug:upload phone info "[]"
13:10:45: Debug:upload phone info "[]"
13:10:45: Debug:upload phone info "[]"
13:10:49: Debug:upload phone info "[]"
13:10:49: Debug:upload phone info "[]"
13:10:53: Debug:upload phone info "[]"
13:10:53: Debug:upload phone info "[]"
13:10:57: Debug:upload phone info "[]"
13:10:57: Debug:upload phone info "[]"
13:11:01: Debug:upload phone info "[]"
13:11:01: Debug:upload phone info "[]"
13:11:06: Debug:upload phone info "[]"
13:11:06: Debug:upload phone info "[]"
13:11:09: Debug:upload phone info "[]"
13:11:09: Debug:upload phone info "[]"
13:11:14: Debug:upload phone info "[]"
13:11:14: Debug:upload phone info "[]"
13:11:18: Debug:upload phone info "[]"
13:11:18: Debug:upload phone info "[]"
13:11:21: Debug:upload phone info "[]"
13:11:21: Debug:upload phone info "[]"
13:11:26: Debug:upload phone info "[]"
13:11:26: Debug:upload phone info "[]"
13:11:29: Debug:upload phone info "[]"
13:11:29: Debug:upload phone info "[]"
13:11:34: Debug:upload phone info "[]"
13:11:34: Debug:upload phone info "[]"
13:11:38: Debug:upload phone info "[]"
13:11:38: Debug:upload phone info "[]"
13:11:42: Debug:upload phone info "[]"
13:11:42: Debug:upload phone info "[]"
13:11:46: Debug:upload phone info "[]"
13:11:46: Debug:upload phone info "[]"
13:11:50: Debug:upload phone info "[]"
13:11:50: Debug:upload phone info "[]"
13:11:54: Debug:upload phone info "[]"
13:11:54: Debug:upload phone info "[]"
13:11:58: Debug:upload phone info "[]"
13:11:58: Debug:upload phone info "[]"
13:12:02: Debug:upload phone info "[]"
13:12:02: Debug:upload phone info "[]"
13:12:06: Debug:upload phone info "[]"
13:12:06: Debug:upload phone info "[]"
13:12:10: Debug:upload phone info "[]"
13:12:10: Debug:upload phone info "[]"
13:12:14: Debug:upload phone info "[]"
13:12:14: Debug:upload phone info "[]"
13:12:18: Debug:upload phone info "[]"
13:12:18: Debug:upload phone info "[]"
13:12:22: Debug:upload phone info "[]"
13:12:22: Debug:upload phone info "[]"
13:12:26: Debug:upload phone info "[]"
13:12:26: Debug:upload phone info "[]"
13:12:30: Debug:upload phone info "[]"
13:12:30: Debug:upload phone info "[]"
13:12:34: Debug:upload phone info "[]"
13:12:34: Debug:upload phone info "[]"
13:12:38: Debug:upload phone info "[]"
13:12:38: Debug:upload phone info "[]"
13:12:42: Debug:upload phone info "[]"
13:12:42: Debug:upload phone info "[]"
13:12:46: Debug:upload phone info "[]"
13:12:46: Debug:upload phone info "[]"
13:12:50: Debug:upload phone info "[]"
13:12:50: Debug:upload phone info "[]"
13:12:54: Debug:upload phone info "[]"
13:12:54: Debug:upload phone info "[]"
13:12:58: Debug:upload phone info "[]"
13:12:58: Debug:upload phone info "[]"
13:13:02: Debug:upload phone info "[]"
13:13:02: Debug:upload phone info "[]"
13:13:06: Debug:upload phone info "[]"
13:13:06: Debug:upload phone info "[]"
13:13:10: Debug:upload phone info "[]"
13:13:10: Debug:upload phone info "[]"
13:13:14: Debug:upload phone info "[]"
13:13:14: Debug:upload phone info "[]"
13:13:18: Debug:upload phone info "[]"
13:13:18: Debug:upload phone info "[]"
13:13:22: Debug:upload phone info "[]"
13:13:22: Debug:upload phone info "[]"
13:13:26: Debug:upload phone info "[]"
13:13:26: Debug:upload phone info "[]"
13:13:30: Debug:upload phone info "[]"
13:13:30: Debug:upload phone info "[]"
13:13:34: Debug:upload phone info "[]"
13:13:34: Debug:upload phone info "[]"
13:13:38: Debug:upload phone info "[]"
13:13:38: Debug:upload phone info "[]"
13:13:42: Debug:upload phone info "[]"
13:13:42: Debug:upload phone info "[]"
13:13:46: Debug:upload phone info "[]"
13:13:46: Debug:upload phone info "[]"
13:13:50: Debug:upload phone info "[]"
13:13:50: Debug:upload phone info "[]"
13:13:54: Debug:upload phone info "[]"
13:13:54: Debug:upload phone info "[]"
13:13:58: Debug:upload phone info "[]"
13:13:58: Debug:upload phone info "[]"
13:14:02: Debug:upload phone info "[]"
13:14:02: Debug:upload phone info "[]"
13:14:06: Debug:upload phone info "[]"
13:14:06: Debug:upload phone info "[]"
13:14:10: Debug:upload phone info "[]"
13:14:10: Debug:upload phone info "[]"
13:14:14: Debug:upload phone info "[]"
13:14:14: Debug:upload phone info "[]"
13:14:18: Debug:upload phone info "[]"
13:14:18: Debug:upload phone info "[]"
13:14:22: Debug:upload phone info "[]"
13:14:22: Debug:upload phone info "[]"
13:14:26: Debug:upload phone info "[]"
13:14:26: Debug:upload phone info "[]"
13:14:30: Debug:upload phone info "[]"
13:14:30: Debug:upload phone info "[]"
13:14:34: Debug:upload phone info "[]"
13:14:34: Debug:upload phone info "[]"
13:14:38: Debug:upload phone info "[]"
13:14:38: Debug:upload phone info "[]"
13:14:42: Debug:upload phone info "[]"
13:14:42: Debug:upload phone info "[]"
13:14:46: Debug:upload phone info "[]"
13:14:46: Debug:upload phone info "[]"
13:14:50: Debug:upload phone info "[]"
13:14:50: Debug:upload phone info "[]"
13:14:54: Debug:upload phone info "[]"
13:14:54: Debug:upload phone info "[]"
13:14:58: Debug:upload phone info "[]"
13:14:58: Debug:upload phone info "[]"
13:15:02: Debug:upload phone info "[]"
13:15:02: Debug:upload phone info "[]"
13:15:06: Debug:upload phone info "[]"
13:15:06: Debug:upload phone info "[]"
13:15:10: Debug:upload phone info "[]"
13:15:10: Debug:upload phone info "[]"
13:15:14: Debug:upload phone info "[]"
13:15:14: Debug:upload phone info "[]"
13:15:18: Debug:upload phone info "[]"
13:15:18: Debug:upload phone info "[]"
13:15:22: Debug:upload phone info "[]"
13:15:22: Debug:upload phone info "[]"
13:15:26: Debug:upload phone info "[]"
13:15:26: Debug:upload phone info "[]"
13:15:30: Debug:upload phone info "[]"
13:15:30: Debug:upload phone info "[]"
13:15:34: Debug:upload phone info "[]"
13:15:34: Debug:upload phone info "[]"
13:15:38: Debug:upload phone info "[]"
13:15:38: Debug:upload phone info "[]"
13:15:42: Debug:upload phone info "[]"
13:15:42: Debug:upload phone info "[]"
13:15:46: Debug:upload phone info "[]"
13:15:46: Debug:upload phone info "[]"
13:15:50: Debug:upload phone info "[]"
13:15:50: Debug:upload phone info "[]"
13:15:54: Debug:upload phone info "[]"
13:15:54: Debug:upload phone info "[]"
13:15:58: Debug:upload phone info "[]"
13:15:58: Debug:upload phone info "[]"
13:16:02: Debug:upload phone info "[]"
13:16:02: Debug:upload phone info "[]"
13:16:06: Debug:upload phone info "[]"
13:16:06: Debug:upload phone info "[]"
13:16:10: Debug:upload phone info "[]"
13:16:10: Debug:upload phone info "[]"
13:16:14: Debug:upload phone info "[]"
13:16:14: Debug:upload phone info "[]"
13:16:18: Debug:upload phone info "[]"
13:16:18: Debug:upload phone info "[]"
13:16:22: Debug:upload phone info "[]"
13:16:22: Debug:upload phone info "[]"
13:16:26: Debug:upload phone info "[]"
13:16:26: Debug:upload phone info "[]"
13:16:30: Debug:upload phone info "[]"
13:16:30: Debug:upload phone info "[]"
13:16:34: Debug:upload phone info "[]"
13:16:34: Debug:upload phone info "[]"
13:16:38: Debug:upload phone info "[]"
13:16:38: Debug:upload phone info "[]"
13:16:42: Debug:upload phone info "[]"
13:16:42: Debug:upload phone info "[]"
13:16:46: Debug:upload phone info "[]"
13:16:46: Debug:upload phone info "[]"
13:16:50: Debug:upload phone info "[]"
13:16:50: Debug:upload phone info "[]"
13:16:54: Debug:upload phone info "[]"
13:16:54: Debug:upload phone info "[]"
13:16:58: Debug:upload phone info "[]"
13:16:58: Debug:upload phone info "[]"
13:17:02: Debug:upload phone info "[]"
13:17:02: Debug:upload phone info "[]"
13:17:06: Debug:upload phone info "[]"
13:17:06: Debug:upload phone info "[]"
13:17:10: Debug:upload phone info "[]"
13:17:10: Debug:upload phone info "[]"
13:17:14: Debug:upload phone info "[]"
13:17:14: Debug:upload phone info "[]"
13:17:18: Debug:upload phone info "[]"
13:17:18: Debug:upload phone info "[]"
13:17:22: Debug:upload phone info "[]"
13:17:22: Debug:upload phone info "[]"
13:17:26: Debug:upload phone info "[]"
13:17:26: Debug:upload phone info "[]"
13:17:30: Debug:upload phone info "[]"
13:17:30: Debug:upload phone info "[]"
13:17:34: Debug:upload phone info "[]"
13:17:34: Debug:upload phone info "[]"
13:17:38: Debug:upload phone info "[]"
13:17:38: Debug:upload phone info "[]"
13:17:42: Debug:upload phone info "[]"
13:17:42: Debug:upload phone info "[]"
13:17:46: Debug:upload phone info "[]"
13:17:46: Debug:upload phone info "[]"
13:17:50: Debug:upload phone info "[]"
13:17:50: Debug:upload phone info "[]"
13:17:54: Debug:upload phone info "[]"
13:17:54: Debug:upload phone info "[]"
13:17:58: Debug:upload phone info "[]"
13:17:58: Debug:upload phone info "[]"
13:18:02: Debug:upload phone info "[]"
13:18:02: Debug:upload phone info "[]"
13:18:06: Debug:upload phone info "[]"
13:18:06: Debug:upload phone info "[]"
13:18:10: Debug:upload phone info "[]"
13:18:10: Debug:upload phone info "[]"
13:18:14: Debug:upload phone info "[]"
13:18:14: Debug:upload phone info "[]"
13:18:18: Debug:upload phone info "[]"
13:18:18: Debug:upload phone info "[]"
13:18:22: Debug:upload phone info "[]"
13:18:22: Debug:upload phone info "[]"
13:18:26: Debug:upload phone info "[]"
13:18:26: Debug:upload phone info "[]"
13:18:31: Debug:upload phone info "[]"
13:18:31: Debug:upload phone info "[]"
13:18:34: Debug:upload phone info "[]"
13:18:35: Debug:upload phone info "[]"
13:18:39: Debug:upload phone info "[]"
13:18:39: Debug:upload phone info "[]"
13:18:43: Debug:upload phone info "[]"
13:18:43: Debug:upload phone info "[]"
13:18:47: Debug:upload phone info "[]"
13:18:47: Debug:upload phone info "[]"
13:18:51: Debug:upload phone info "[]"
13:18:51: Debug:upload phone info "[]"
13:18:55: Debug:upload phone info "[]"
13:18:55: Debug:upload phone info "[]"
13:18:59: Debug:upload phone info "[]"
13:18:59: Debug:upload phone info "[]"
13:19:03: Debug:upload phone info "[]"
13:19:03: Debug:upload phone info "[]"
13:19:07: Debug:upload phone info "[]"
13:19:07: Debug:upload phone info "[]"
13:19:11: Debug:upload phone info "[]"
13:19:11: Debug:upload phone info "[]"
13:19:15: Debug:upload phone info "[]"
13:19:15: Debug:upload phone info "[]"
13:19:19: Debug:upload phone info "[]"
13:19:19: Debug:upload phone info "[]"
13:19:23: Debug:upload phone info "[]"
13:19:23: Debug:upload phone info "[]"
13:19:27: Debug:upload phone info "[]"
13:19:27: Debug:upload phone info "[]"
13:19:31: Debug:upload phone info "[]"
13:19:31: Debug:upload phone info "[]"
13:19:35: Debug:upload phone info "[]"
13:19:35: Debug:upload phone info "[]"
13:19:39: Debug:upload phone info "[]"
13:19:39: Debug:upload phone info "[]"
13:19:43: Debug:upload phone info "[]"
13:19:43: Debug:upload phone info "[]"
13:19:47: Debug:upload phone info "[]"
13:19:47: Debug:upload phone info "[]"
13:19:51: Debug:upload phone info "[]"
13:19:51: Debug:upload phone info "[]"
13:19:55: Debug:upload phone info "[]"
13:19:55: Debug:upload phone info "[]"
13:19:59: Debug:upload phone info "[]"
13:19:59: Debug:upload phone info "[]"
13:20:03: Debug:upload phone info "[]"
13:20:03: Debug:upload phone info "[]"
13:20:07: Debug:upload phone info "[]"
13:20:07: Debug:upload phone info "[]"
13:20:11: Debug:upload phone info "[]"
13:20:11: Debug:upload phone info "[]"
13:20:15: Debug:upload phone info "[]"
13:20:15: Debug:upload phone info "[]"
13:20:19: Debug:upload phone info "[]"
13:20:19: Debug:upload phone info "[]"
13:20:23: Debug:upload phone info "[]"
13:20:23: Debug:upload phone info "[]"
13:20:27: Debug:upload phone info "[]"
13:20:27: Debug:upload phone info "[]"
13:20:31: Debug:upload phone info "[]"
13:20:31: Debug:upload phone info "[]"
13:20:35: Debug:upload phone info "[]"
13:20:35: Debug:upload phone info "[]"
13:20:39: Debug:upload phone info "[]"
13:20:39: Debug:upload phone info "[]"
13:20:43: Debug:upload phone info "[]"
13:20:43: Debug:upload phone info "[]"
13:20:47: Debug:upload phone info "[]"
13:20:47: Debug:upload phone info "[]"
13:20:51: Debug:upload phone info "[]"
13:20:51: Debug:upload phone info "[]"
13:20:55: Debug:upload phone info "[]"
13:20:55: Debug:upload phone info "[]"
13:20:59: Debug:upload phone info "[]"
13:20:59: Debug:upload phone info "[]"
13:21:03: Debug:upload phone info "[]"
13:21:03: Debug:upload phone info "[]"
13:21:07: Debug:upload phone info "[]"
13:21:07: Debug:upload phone info "[]"
13:21:11: Debug:upload phone info "[]"
13:21:11: Debug:upload phone info "[]"
13:21:15: Debug:upload phone info "[]"
13:21:15: Debug:upload phone info "[]"
13:21:19: Debug:upload phone info "[]"
13:21:19: Debug:upload phone info "[]"
13:21:23: Debug:upload phone info "[]"
13:21:23: Debug:upload phone info "[]"
13:21:27: Debug:upload phone info "[]"
13:21:27: Debug:upload phone info "[]"
13:21:31: Debug:upload phone info "[]"
13:21:31: Debug:upload phone info "[]"
13:21:35: Debug:upload phone info "[]"
13:21:35: Debug:upload phone info "[]"
13:21:39: Debug:upload phone info "[]"
13:21:39: Debug:upload phone info "[]"
13:21:43: Debug:upload phone info "[]"
13:21:43: Debug:upload phone info "[]"
13:21:47: Debug:upload phone info "[]"
13:21:47: Debug:upload phone info "[]"
13:21:51: Debug:upload phone info "[]"
13:21:51: Debug:upload phone info "[]"
13:21:55: Debug:upload phone info "[]"
13:21:55: Debug:upload phone info "[]"
13:21:59: Debug:upload phone info "[]"
13:21:59: Debug:upload phone info "[]"
13:22:03: Debug:upload phone info "[]"
13:22:03: Debug:upload phone info "[]"
13:22:07: Debug:upload phone info "[]"
13:22:07: Debug:upload phone info "[]"
13:22:11: Debug:upload phone info "[]"
13:22:11: Debug:upload phone info "[]"
13:22:15: Debug:upload phone info "[]"
13:22:15: Debug:upload phone info "[]"
13:22:19: Debug:upload phone info "[]"
13:22:19: Debug:upload phone info "[]"
13:22:23: Debug:upload phone info "[]"
13:22:23: Debug:upload phone info "[]"
13:22:27: Debug:upload phone info "[]"
13:22:27: Debug:upload phone info "[]"
13:22:31: Debug:upload phone info "[]"
13:22:31: Debug:upload phone info "[]"
13:22:35: Debug:upload phone info "[]"
13:22:35: Debug:upload phone info "[]"
13:22:39: Debug:upload phone info "[]"
13:22:39: Debug:upload phone info "[]"
13:22:43: Debug:upload phone info "[]"
13:22:43: Debug:upload phone info "[]"
13:22:47: Debug:upload phone info "[]"
13:22:47: Debug:upload phone info "[]"
13:22:51: Debug:upload phone info "[]"
13:22:51: Debug:upload phone info "[]"
13:22:55: Debug:upload phone info "[]"
13:22:55: Debug:upload phone info "[]"
13:22:59: Debug:upload phone info "[]"
13:22:59: Debug:upload phone info "[]"
13:23:03: Debug:upload phone info "[]"
13:23:03: Debug:upload phone info "[]"
13:23:07: Debug:upload phone info "[]"
13:23:07: Debug:upload phone info "[]"
13:23:11: Debug:upload phone info "[]"
13:23:11: Debug:upload phone info "[]"
13:23:15: Debug:upload phone info "[]"
13:23:15: Debug:upload phone info "[]"
13:23:19: Debug:upload phone info "[]"
13:23:19: Debug:upload phone info "[]"
13:23:23: Debug:upload phone info "[]"
13:23:23: Debug:upload phone info "[]"
13:23:27: Debug:upload phone info "[]"
13:23:27: Debug:upload phone info "[]"
13:23:31: Debug:upload phone info "[]"
13:23:31: Debug:upload phone info "[]"
13:23:35: Debug:upload phone info "[]"
13:23:35: Debug:upload phone info "[]"
13:23:39: Debug:upload phone info "[]"
13:23:39: Debug:upload phone info "[]"
13:23:43: Debug:upload phone info "[]"
13:23:43: Debug:upload phone info "[]"
13:23:47: Debug:upload phone info "[]"
13:23:47: Debug:upload phone info "[]"
13:23:51: Debug:upload phone info "[]"
13:23:51: Debug:upload phone info "[]"
13:23:55: Debug:upload phone info "[]"
13:23:55: Debug:upload phone info "[]"
13:23:59: Debug:upload phone info "[]"
13:23:59: Debug:upload phone info "[]"
13:24:03: Debug:upload phone info "[]"
13:24:03: Debug:upload phone info "[]"
13:24:07: Debug:upload phone info "[]"
13:24:07: Debug:upload phone info "[]"
13:24:11: Debug:upload phone info "[]"
13:24:11: Debug:upload phone info "[]"
13:24:15: Debug:upload phone info "[]"
13:24:15: Debug:upload phone info "[]"
13:24:19: Debug:upload phone info "[]"
13:24:19: Debug:upload phone info "[]"
13:24:23: Debug:upload phone info "[]"
13:24:23: Debug:upload phone info "[]"
13:24:27: Debug:upload phone info "[]"
13:24:27: Debug:upload phone info "[]"
13:24:31: Debug:upload phone info "[]"
13:24:31: Debug:upload phone info "[]"
13:24:35: Debug:upload phone info "[]"
13:24:35: Debug:upload phone info "[]"
13:24:39: Debug:upload phone info "[]"
13:24:39: Debug:upload phone info "[]"
13:24:43: Debug:upload phone info "[]"
13:24:43: Debug:upload phone info "[]"
13:24:47: Debug:upload phone info "[]"
13:24:47: Debug:upload phone info "[]"
13:24:51: Debug:upload phone info "[]"
13:24:51: Debug:upload phone info "[]"
13:24:55: Debug:upload phone info "[]"
13:24:55: Debug:upload phone info "[]"
13:24:59: Debug:upload phone info "[]"
13:24:59: Debug:upload phone info "[]"
13:25:03: Debug:upload phone info "[]"
13:25:03: Debug:upload phone info "[]"
13:25:07: Debug:upload phone info "[]"
13:25:07: Debug:upload phone info "[]"
13:25:11: Debug:upload phone info "[]"
13:25:11: Debug:upload phone info "[]"
13:25:15: Debug:upload phone info "[]"
13:25:15: Debug:upload phone info "[]"
13:25:19: Debug:upload phone info "[]"
13:25:19: Debug:upload phone info "[]"
13:25:23: Debug:upload phone info "[]"
13:25:23: Debug:upload phone info "[]"
13:25:27: Debug:upload phone info "[]"
13:25:27: Debug:upload phone info "[]"
13:25:31: Debug:upload phone info "[]"
13:25:31: Debug:upload phone info "[]"
13:25:35: Debug:upload phone info "[]"
13:25:35: Debug:upload phone info "[]"
13:25:40: Debug:upload phone info "[]"
13:25:40: Debug:upload phone info "[]"
13:25:43: Debug:upload phone info "[]"
13:25:43: Debug:upload phone info "[]"
13:25:48: Debug:upload phone info "[]"
13:25:48: Debug:upload phone info "[]"
13:25:52: Debug:upload phone info "[]"
13:25:52: Debug:upload phone info "[]"
13:25:55: Debug:upload phone info "[]"
13:25:55: Debug:upload phone info "[]"
13:26:00: Debug:upload phone info "[]"
13:26:00: Debug:upload phone info "[]"
13:26:04: Debug:upload phone info "[]"
13:26:04: Debug:upload phone info "[]"
13:26:08: Debug:upload phone info "[]"
13:26:08: Debug:upload phone info "[]"
13:26:12: Debug:upload phone info "[]"
13:26:12: Debug:upload phone info "[]"
13:26:16: Debug:upload phone info "[]"
13:26:16: Debug:upload phone info "[]"
13:26:20: Debug:upload phone info "[]"
13:26:20: Debug:upload phone info "[]"
13:26:24: Debug:upload phone info "[]"
13:26:24: Debug:upload phone info "[]"
13:26:28: Debug:upload phone info "[]"
13:26:28: Debug:upload phone info "[]"
13:26:32: Debug:upload phone info "[]"
13:26:32: Debug:upload phone info "[]"
13:26:36: Debug:upload phone info "[]"
13:26:36: Debug:upload phone info "[]"
13:26:40: Debug:upload phone info "[]"
13:26:40: Debug:upload phone info "[]"
13:26:44: Debug:upload phone info "[]"
13:26:44: Debug:upload phone info "[]"
13:26:48: Debug:upload phone info "[]"
13:26:48: Debug:upload phone info "[]"
13:26:52: Debug:upload phone info "[]"
13:26:52: Debug:upload phone info "[]"
13:26:56: Debug:upload phone info "[]"
13:26:56: Debug:upload phone info "[]"
13:27:00: Debug:upload phone info "[]"
13:27:00: Debug:upload phone info "[]"
13:27:04: Debug:upload phone info "[]"
13:27:04: Debug:upload phone info "[]"
13:27:08: Debug:upload phone info "[]"
13:27:08: Debug:upload phone info "[]"
13:27:12: Debug:upload phone info "[]"
13:27:12: Debug:upload phone info "[]"
13:27:16: Debug:upload phone info "[]"
13:27:16: Debug:upload phone info "[]"
13:27:20: Debug:upload phone info "[]"
13:27:20: Debug:upload phone info "[]"
13:27:24: Debug:upload phone info "[]"
13:27:24: Debug:upload phone info "[]"
13:27:28: Debug:upload phone info "[]"
13:27:28: Debug:upload phone info "[]"
13:27:32: Debug:upload phone info "[]"
13:27:32: Debug:upload phone info "[]"
13:27:36: Debug:upload phone info "[]"
13:27:36: Debug:upload phone info "[]"
13:27:40: Debug:upload phone info "[]"
13:27:40: Debug:upload phone info "[]"
13:27:44: Debug:upload phone info "[]"
13:27:44: Debug:upload phone info "[]"
13:27:48: Debug:upload phone info "[]"
13:27:48: Debug:upload phone info "[]"
13:27:52: Debug:upload phone info "[]"
13:27:52: Debug:upload phone info "[]"
13:27:56: Debug:upload phone info "[]"
13:27:56: Debug:upload phone info "[]"
13:28:00: Debug:upload phone info "[]"
13:28:00: Debug:upload phone info "[]"
13:28:04: Debug:upload phone info "[]"
13:28:04: Debug:upload phone info "[]"
13:28:08: Debug:upload phone info "[]"
13:28:08: Debug:upload phone info "[]"
13:28:12: Debug:upload phone info "[]"
13:28:12: Debug:upload phone info "[]"
13:28:16: Debug:upload phone info "[]"
13:28:16: Debug:upload phone info "[]"
13:28:20: Debug:upload phone info "[]"
13:28:20: Debug:upload phone info "[]"
13:28:24: Debug:upload phone info "[]"
13:28:24: Debug:upload phone info "[]"
13:28:28: Debug:upload phone info "[]"
13:28:28: Debug:upload phone info "[]"
13:28:32: Debug:upload phone info "[]"
13:28:32: Debug:upload phone info "[]"
13:28:36: Debug:upload phone info "[]"
13:28:36: Debug:upload phone info "[]"
13:28:40: Debug:upload phone info "[]"
13:28:40: Debug:upload phone info "[]"
13:28:44: Debug:upload phone info "[]"
13:28:44: Debug:upload phone info "[]"
13:28:48: Debug:upload phone info "[]"
13:28:48: Debug:upload phone info "[]"
13:28:52: Debug:upload phone info "[]"
13:28:52: Debug:upload phone info "[]"
13:28:56: Debug:upload phone info "[]"
13:28:56: Debug:upload phone info "[]"
13:29:00: Debug:upload phone info "[]"
13:29:00: Debug:upload phone info "[]"
13:29:04: Debug:upload phone info "[]"
13:29:04: Debug:upload phone info "[]"
13:29:08: Debug:upload phone info "[]"
13:29:08: Debug:upload phone info "[]"
13:29:12: Debug:upload phone info "[]"
13:29:12: Debug:upload phone info "[]"
13:29:16: Debug:upload phone info "[]"
13:29:16: Debug:upload phone info "[]"
13:29:20: Debug:upload phone info "[]"
13:29:20: Debug:upload phone info "[]"
13:29:24: Debug:upload phone info "[]"
13:29:24: Debug:upload phone info "[]"
13:29:28: Debug:upload phone info "[]"
13:29:28: Debug:upload phone info "[]"
13:29:32: Debug:upload phone info "[]"
13:29:32: Debug:upload phone info "[]"
13:29:36: Debug:upload phone info "[]"
13:29:36: Debug:upload phone info "[]"
13:29:40: Debug:upload phone info "[]"
13:29:40: Debug:upload phone info "[]"
13:29:44: Debug:upload phone info "[]"
13:29:44: Debug:upload phone info "[]"
13:29:48: Debug:upload phone info "[]"
13:29:48: Debug:upload phone info "[]"
13:29:52: Debug:upload phone info "[]"
13:29:52: Debug:upload phone info "[]"
13:29:56: Debug:upload phone info "[]"
13:29:56: Debug:upload phone info "[]"
13:30:00: Debug:upload phone info "[]"
13:30:00: Debug:upload phone info "[]"
13:30:04: Debug:upload phone info "[]"
13:30:04: Debug:upload phone info "[]"
13:30:08: Debug:upload phone info "[]"
13:30:08: Debug:upload phone info "[]"
13:30:12: Debug:upload phone info "[]"
13:30:12: Debug:upload phone info "[]"
13:30:16: Debug:upload phone info "[]"
13:30:16: Debug:upload phone info "[]"
13:30:20: Debug:upload phone info "[]"
13:30:20: Debug:upload phone info "[]"
13:30:24: Debug:upload phone info "[]"
13:30:24: Debug:upload phone info "[]"
13:30:28: Debug:upload phone info "[]"
13:30:28: Debug:upload phone info "[]"
13:30:32: Debug:upload phone info "[]"
13:30:32: Debug:upload phone info "[]"
13:30:36: Debug:upload phone info "[]"
13:30:36: Debug:upload phone info "[]"
13:30:40: Debug:upload phone info "[]"
13:30:40: Debug:upload phone info "[]"
13:30:44: Debug:upload phone info "[]"
13:30:44: Debug:upload phone info "[]"
13:30:48: Debug:upload phone info "[]"
13:30:48: Debug:upload phone info "[]"
13:30:52: Debug:upload phone info "[]"
13:30:52: Debug:upload phone info "[]"
13:30:56: Debug:upload phone info "[]"
13:30:56: Debug:upload phone info "[]"
13:31:00: Debug:upload phone info "[]"
13:31:00: Debug:upload phone info "[]"
13:31:04: Debug:upload phone info "[]"
13:31:04: Debug:upload phone info "[]"
13:31:08: Debug:upload phone info "[]"
13:31:08: Debug:upload phone info "[]"
13:31:12: Debug:upload phone info "[]"
13:31:12: Debug:upload phone info "[]"
13:31:16: Debug:upload phone info "[]"
13:31:16: Debug:upload phone info "[]"
13:31:20: Debug:upload phone info "[]"
13:31:20: Debug:upload phone info "[]"
13:31:24: Debug:upload phone info "[]"
13:31:24: Debug:upload phone info "[]"
13:31:28: Debug:upload phone info "[]"
13:31:28: Debug:upload phone info "[]"
13:31:32: Debug:upload phone info "[]"
13:31:32: Debug:upload phone info "[]"
13:31:36: Debug:upload phone info "[]"
13:31:36: Debug:upload phone info "[]"
13:31:40: Debug:upload phone info "[]"
13:31:40: Debug:upload phone info "[]"
13:31:44: Debug:upload phone info "[]"
13:31:44: Debug:upload phone info "[]"
13:31:48: Debug:upload phone info "[]"
13:31:48: Debug:upload phone info "[]"
13:31:52: Debug:upload phone info "[]"
13:31:52: Debug:upload phone info "[]"
13:31:56: Debug:upload phone info "[]"
13:31:56: Debug:upload phone info "[]"
13:32:00: Debug:upload phone info "[]"
13:32:00: Debug:upload phone info "[]"
13:32:04: Debug:upload phone info "[]"
13:32:04: Debug:upload phone info "[]"
13:32:08: Debug:upload phone info "[]"
13:32:08: Debug:upload phone info "[]"
13:32:12: Debug:upload phone info "[]"
13:32:12: Debug:upload phone info "[]"
13:32:16: Debug:upload phone info "[]"
13:32:16: Debug:upload phone info "[]"
13:32:20: Debug:upload phone info "[]"
13:32:20: Debug:upload phone info "[]"
13:32:24: Debug:upload phone info "[]"
13:32:24: Debug:upload phone info "[]"
13:32:28: Debug:upload phone info "[]"
13:32:28: Debug:upload phone info "[]"
13:32:32: Debug:upload phone info "[]"
13:32:32: Debug:upload phone info "[]"
13:32:36: Debug:upload phone info "[]"
13:32:36: Debug:upload phone info "[]"
13:32:40: Debug:upload phone info "[]"
13:32:40: Debug:upload phone info "[]"
13:32:44: Debug:upload phone info "[]"
13:32:44: Debug:upload phone info "[]"
13:32:48: Debug:upload phone info "[]"
13:32:48: Debug:upload phone info "[]"
13:32:52: Debug:upload phone info "[]"
13:32:52: Debug:upload phone info "[]"
13:32:57: Debug:upload phone info "[]"
13:32:57: Debug:upload phone info "[]"
13:33:01: Debug:upload phone info "[]"
13:33:01: Debug:upload phone info "[]"
13:33:05: Debug:upload phone info "[]"
13:33:05: Debug:upload phone info "[]"
13:33:08: Debug:upload phone info "[]"
13:33:08: Debug:upload phone info "[]"
13:33:13: Debug:upload phone info "[]"
13:33:13: Debug:upload phone info "[]"
13:33:17: Debug:upload phone info "[]"
13:33:17: Debug:upload phone info "[]"
13:33:21: Debug:upload phone info "[]"
13:33:21: Debug:upload phone info "[]"
13:33:25: Debug:upload phone info "[]"
13:33:25: Debug:upload phone info "[]"
13:33:29: Debug:upload phone info "[]"
13:33:29: Debug:upload phone info "[]"
13:33:33: Debug:upload phone info "[]"
13:33:33: Debug:upload phone info "[]"
13:33:37: Debug:upload phone info "[]"
13:33:37: Debug:upload phone info "[]"
